Timestamp,TweetText,PopularityScore,SentimentScore
2018-09-25 14:02:23,"Azc haalt uit voorzorg islamitische en christelijke migranten uit elkaar: ‘Om problemen te voorkomen.’ Maar dit kabinet maakt zich liever druk over onbetaalbare, onhaalbare en zinloze “klimaatdoelen”. #FVD https://t.co/fJfUKxvPFz",1140,"{'neg': 0.6388888888888888, 'neutral': 0.44444444444444453, 'pos': 0.3611111111111111}"
2018-09-21 23:23:56,Ondanks het inhoudelijke debat! 😂 https://t.co/x5i9pQeHxr,1133,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-05-01 07:53:31,Opnieuw komt ernstig beleidsfalen kabinet-Rutte naar boven: “Duizenden afgewezen immigranten gaan niet weg”. #FVD wil uitzetten uitgeprocedeerde asielzoekers direct laten plaatsvinden en resultaten maandelijks openbaar maken. https://t.co/oPohJwO5Gd via @telegraaf,1123,"{'neg': 0.5375, 'neutral': 0.4750000000000001, 'pos': 0.4625}"
2018-02-22 17:13:10,Als de gehele oppositie er was geweest was het 74-74 geweest. Onbegrijpelijk. https://t.co/MaMd9UaNlT,1122,"{'neg': 0.625, 'neutral': 0.35, 'pos': 0.375}"
2018-05-03 22:29:39,"Ja, vrienden: daden hebben consequenties. Dus ook massa-immigratie heeft consequenties. Wil je die consequenties niet? Dan moet je niet meer op Merkel, Rutte, Macron, etc. stemmen. https://t.co/dysBOZQ8ue",1108,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-02-01 17:13:24,"Het blijft toch hilarisch-orwelliaanse newspeak, zo’n “minister van klimaat”. Zullen we ook een “minister van zwaartekracht” en een “minister van zonneschijn” benoemen? Jonathan Swift had het niet beter kunnen verzinnen.",1107,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-11-17 21:25:35,Briljante ludieke actie van @EWdeVlieger: alle kaartjes van een anti-Zwarte Piet event opkopen... 😂 https://t.co/0A5s28ECe0,1095,"{'neg': 0.4, 'neutral': 0.7, 'pos': 0.6}"
2018-09-29 19:32:33,"Ja jongens en meisjes, de nieuwe machtsverhoudingen in het nieuwe Europa als de huidige politici mogen doorgaan met hun suïcidale immigratiebeleid. Verandering? Steun #FVD. https://t.co/3K0z8ag0tM https://t.co/nOeR8Ce4Ux",1087,"{'neg': 0.55, 'neutral': 0.55, 'pos': 0.45}"
2018-09-08 13:01:20,"Track record van 8 jaar Rutte. Stijgende belastingen, dalende koopkracht, voortgaande immigratie, verslechterend onderwijs. #FVD https://t.co/BOjgN26eAZ via @fvdemocratie",1085,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-11-09 09:28:33,"De Brexit is toch zo'n ramp? Waarom willen Shell, Unilever, Akzo etc. dan ineens allemaal naar de UK? Omdat door de Brexit de UK een soort Hong Kong/Singapore kan worden - extreem aantrekkelijk voor bedrijven. #rutteliegt #FVD",1083,"{'neg': 0.4125, 'neutral': 0.050000000000000044, 'pos': 0.5875}"
2018-05-12 08:38:01,“Kabinet stemt kritiekloos in met Verklaring van Marrakesh”. VVD promoot immigratie uit Afrika https://t.co/Cv1ctijgZL,1076,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-01-19 09:47:03,Na grondig onderzoek is de wereldberoemde klimaatexpert @RogerPielkeJr tot de conclusie gekomen dat er geen toename is in extreme weersomstandigheden. Hij is bereid naar NL te komen om alarmisten als @GerritHiemstra gerust te stellen. Wie pakt dit op? https://t.co/OE44Ryjar6,1074,"{'neg': 0.405, 'neutral': 0.15999999999999992, 'pos': 0.595}"
2018-06-02 12:32:35,"60% vd moskeeën met anbi-status publiceert jaarstukken niet (terwijl dit wél verplicht is). Belastingdienst doet niets. Hoe is het toch mogelijk!? 

Steun #FVD om ons landsbestuur radicaal op te schonen en te verbeteren. https://t.co/LEsCQqv6TZ https://t.co/Hf488x5T8b",1069,"{'neg': 0.4375, 'neutral': 0.4, 'pos': 0.5625}"
2018-09-11 19:07:34,De asielindustrie wordt mede in stand gehouden door de gesubsidieerde rechtsbijstand voor asielprocedures. #FVD eist opheldering. https://t.co/GF1KMpRzAd via @fvdemocratie,1064,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-09-30 23:37:00,Je hebt gelijk @wierdduk https://t.co/6Lnyb70CYf,1055,"{'neg': 0.475, 'neutral': 0.8, 'pos': 0.525}"
2018-09-25 18:34:41,"Ja, zo doe je dat: nationale elites verleiden om hun land en volk te verraden en mee te gaan draaien in Europees banencircus. “Bonnetjes Europarlementariërs niet openbaar.” #FVD wil STOPPEN met macht aan de EU te geven en bevoegdheden TERUG naar Den Haag. https://t.co/e3iXD78Jjs",1047,"{'neg': 0.6625, 'neutral': 0.55, 'pos': 0.3375}"
2017-10-11 19:09:44,#FVD zal ALLES doen om het referendum te behouden! Inclusief organiseren referendum over afschaffing v/h referendum! https://t.co/MeCWbzO3S7,1045,"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
2018-01-30 10:57:10,Opnieuw reminder aan Liesbeth van Tongeren van GroenLinks: deze tweet is gelogen. #fakenews. #FVD steunt de hoorzitting en heeft dat duidelijk aan de Kamer laten weten. GroenLinks moet deze tweet verwijderen en stoppen met demoniseren van #FVD en leugens verspreiden over mij. https://t.co/nZk3vmNEYt,1043,"{'neg': 0.275, 'neutral': 0.4, 'pos': 0.725}"
2018-02-22 17:00:35,"Ongelofelijk dat juist vandaag bij de stemming over afschaffen van het referendum, de linkse oppositie niet volledig aanwezig is. https://t.co/m2E6lC2NuG",1041,"{'neg': 0.4258333333333333, 'neutral': 0.35750000000000004, 'pos': 0.5741666666666667}"
2018-01-23 12:24:52,Aanval @KajsaOllongren op vrijheid van meningsuiting en vrije pers MOET worden gestopt! @D66 probeert democratie de nek om te draaien en journalisten te kortwieken. #FVD stelt (19)84 #Kamervragen over #nepnieuws. ACTIE noodzakelijk! #VvMU #kafka1984 https://t.co/DrQDDrquFo,1040,"{'neg': 0.27994791666666674, 'neutral': 0.20833333333333326, 'pos': 0.7200520833333333}"
2017-10-21 09:37:03,U heeft CDA gestemd vanwege stoere taal in verkiezingstijd. U krijgt deze minister van justitie. STAP OVER OP #FVD. https://t.co/oSMzrXwJB7,1037,"{'neg': 0.35, 'neutral': 0.09999999999999998, 'pos': 0.65}"
2018-01-31 10:42:45,"Heel aangrijpend. En ik hoop zo dat dit nu eindelijk ook consequenties heeft voor hun stemgedrag. Lieve, sterke vrouwen die dagelijks te maken hebben met de rampzalige gevolgen van de massa-immigratie: realiseer je dat het niet verandert als je op kartelpartijen blijft stemmen! https://t.co/Ob8VLGbeuT",1036,"{'neg': 0.43822916666666667, 'neutral': 0.28333333333333344, 'pos': 0.5617708333333333}"
2018-02-09 00:12:21,Benieuwd of dat anders wordt als ze straks is veroordeeld door de strafrechter. https://t.co/0Z9YpeMFUa,1031,"{'neg': 0.4, 'neutral': 0.1499999999999999, 'pos': 0.6}"
2017-12-04 07:59:46,"Wat een afval produceren die kranten toch. Lage roddeljournalistiek, quasi filosofisch gewauwel. En ze heeft mijn speech niet eens gehoord, want al in de tweede alinea zit verwijzing naar Nietzsche. Wie zichzelf respecteert zegt krantenabonnement op en stapt over naar twitter. https://t.co/IkLodSrugL",1028,"{'neg': 0.644, 'neutral': 0.404, 'pos': 0.356}"
2018-10-10 14:07:31,“Amsterdammers”. Haha. https://t.co/hd7JsYJxXX,1027,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-10-05 09:28:06,"Game over, Mark Rutte. #Rutte. #Unilever #dividendbelasting #FVD",1025,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-01-16 19:15:16,Kletskoek. Rutte doet alles voor een toekomstig EU-baantje. Het Nederlands belang is daaraan ondergeschikt. https://t.co/HrcNWQ6OS3,1024,"{'neg': 0.5, 'neutral': 0.7, 'pos': 0.5}"
2017-12-28 12:29:52,"UIT de Europese Unie. Niet “minder”. GEEN Europese Unie. Niet “hervormen”. Het is een cultuur-marxistisch project gericht op het ondermijnen van vrijhandel, het voeren van oorlog en het vernietigen van onze oude natiën. Unconditional surrender! #NEXIT https://t.co/x39Xxtdsux",1023,"{'neg': 0.5625, 'neutral': 0.7, 'pos': 0.4375}"
2017-10-28 09:50:05,CDA gaat uitslag referendum boycotten. Tijd voor kiezers om CDA te boycotten. #boycotCDA #FVD https://t.co/IiTeiGLMqv,1022,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-03-11 18:43:45,"VVD-campagnestrateeg @JanDriessen vraagt zich af waar wij het geld vandaan halen om een “champions league” campagne te voeren. Kost niet zoveel, Jan. Gewoon wat efficiënter werken! Kwestie van DOEN! 😂 #FVD  https://t.co/FazTipjoIO",1019,"{'neg': 0.421875, 'neutral': 0.4, 'pos': 0.578125}"
2017-11-15 15:28:05,Al die “interrupties”. Je krijgt toch geen antwoord. De coalitie heeft de meerderheid en weet dat en blijft net zo lang om de zaken heen draaien totdat iedereen uitgeblust de aftocht blaast. Dit hele debat is volstrekt zinloos.,1018,"{'neg': 0.5695833333333333, 'neutral': 0.24583333333333324, 'pos': 0.43041666666666667}"
2018-09-26 10:44:58,Bijval van oud-topambtenaar voor de systeemkritiek die ik vorige week uitte tijdens de Algemene Beschouwingen (en die het kartel in hysterische woede deed ontvlammen). “Ik ken de Haagse wereld en zijn mores van binnenuit en weet dat Baudets analyse deugt.” https://t.co/eAEle589AE,1017,"{'neg': 0.5583333333333333, 'neutral': 0.725, 'pos': 0.44166666666666665}"
2017-10-29 09:10:59,"FVD stijgt naar 11 zetels terwijl VVD er 4 verliest en CDA er 3 verliest! NL wil een andere, eerlijkere politiek: https://t.co/hgdMnkwN03 https://t.co/HQefMapJ3O",1016,"{'neg': 0.6354166666666666, 'neutral': 0.5333333333333334, 'pos': 0.36458333333333337}"
2017-12-14 12:36:13,https://t.co/SrnzJaTO39,1015,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-01-27 09:43:16,Ik weet niet of dat verhaal van Nederlandse AIVD-hackers waar is of niet; maar het is hoe dan ook een heel RAAR verhaal dat aan alle kanten rammelt. En het blijft me verbazen dat onze “kwaliteitsjournalistiek” geen kritische vragen meer stelt als de conclusies bevallen. https://t.co/geVA6PQ4eZ,998,"{'neg': 0.5733333333333334, 'neutral': 0.2333333333333334, 'pos': 0.42666666666666664}"
2018-05-09 15:04:11,"De krankinnige “energietransitie” kost zo’n 170 miljard en leidt tot helemaal niets. In plaats daarvan zouden we moeten inzetten op innovatie, research, onderwijs, veiligheid, zorg voor onze ouderen en lagere belastingen zoals #FVD wil. https://t.co/lXILcQX8UQ",995,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-01-24 16:15:47,Laat @KajsaOllongren niet winnen! #censuur #CodeRood #eenvandaag #nepnieuws #fakenews #FVD https://t.co/fLKjWsdpmI,978,"{'neg': 0.6875, 'neutral': 0.4, 'pos': 0.3125}"
2018-03-15 07:32:51,"Christenvervolgingen nu ook in onze grote steden. Gevolg van decennialang onverantwoordelijk immigratiebeleid en laks, wegkijkend, falend integratiebeleid. Stem @LeefbaarRdam in Rotterdam, en stem @FVDamsterdam in Amsterdam. Voor tolerantie en beschaving. https://t.co/J8RJrYDMlT",973,"{'neg': 0.5888888888888888, 'neutral': 0.1333333333333333, 'pos': 0.41111111111111115}"
2018-09-16 09:24:30,N.a.v. mijn optreden van zojuist bij @WNLOpZondag : in dit filmpje legt #FVD kort uit hoe het Australische immigratiemodel dat wij ook in Nederland willen invoeren werkt. Meer info op onze site: https://t.co/wkUs8teXpd @fvdemocratie https://t.co/jzIR5NyivW,972,"{'neg': 0.5, 'neutral': 0.7, 'pos': 0.5}"
2017-12-17 08:40:56,FVD nu derde partij van het land in nieuwste peiling. Word ook lid van de snelst groeiende beweging van Nederland: https://t.co/hgdMnkwN03 https://t.co/ZsdlFfMzwb,971,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-05-18 13:29:06,Orbán : ‘Integratie moslims is in geen enkel land gelukt’ https://t.co/CWI0yx91SV via @Else4Weekblad,966,"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
2018-04-03 23:50:25,Hiddema toont aan dat CDA-Minister Grapperhaus (Justitie) haatimam El Alami WEL DEGELIJK kan aanpakken. Het Nederlandse strafrecht biedt meer dan voldoende mogelijkheden door het Belgische strafdossier in te zetten (art. 4 en 5 strafwet). https://t.co/ts8vVeDUot #FVD @THiddema,965,"{'neg': 0.3125, 'neutral': 0.22499999999999998, 'pos': 0.6875}"
2018-03-02 08:57:43,"Ongelofelijk! Amsterdamse politiek, DOE EINDELIJK IETS! “Opnieuw vernieling bij koosjer restaurant Hacarmel” #FVD https://t.co/RIMzhnhCEP via @AT5",962,"{'neg': 0.34375, 'neutral': 0.32500000000000007, 'pos': 0.65625}"
2018-08-12 19:42:31,Forum voor Democratie maakt zich op voor de grootste campagne uit ons bestaan: in maart 2019 gaan we de Provinciale Staten en de Eerste Kamer veroveren. NU GAAT HET GEBEUREN! Steun onze crowdfunding! #FVD https://t.co/dbKu6ooaqo,959,"{'neg': 0.890625, 'neutral': 0.09999999999999998, 'pos': 0.109375}"
2018-03-04 23:30:16,Het Christen Democratisch Appèl in actie 😂 https://t.co/qJC9ZUaEth,958,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-09-15 19:13:57,Weer nieuwe aanslagen. Vreselijk nieuws. Opnieuw zal de gevestigde politiek er geen lering uit trekken. Triest maar waar. #FVD,951,"{'neg': 0.585, 'neutral': 0.36, 'pos': 0.415}"
2017-11-18 13:38:48,"Nee hoor, ook in de Randstad overweldigende support voor kindervriend Zwarte Piet. Alleen het mediakartel wil ons anders doen geloven. https://t.co/pLwSYegt4u",949,"{'neg': 0.47916666666666663, 'neutral': 0.25, 'pos': 0.5208333333333334}"
2017-09-17 08:30:45,Dit krankzinnige formatiecircus is simpelweg de grootste kiezersbelediging die je je kunt voorstellen. https://t.co/q8d3s51msV,942,"{'neg': 0.85, 'neutral': 0.19999999999999996, 'pos': 0.15000000000000002}"
2017-10-04 17:33:10,Militairen staan pal achter Thierry Baudet: ‘Onze uitrusting is inderdaad waardeloos’ https://t.co/bOnflXftjD,940,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-05-23 17:45:15,"Het beleid van Rutte leidt al sinds 2011 tot steeds meer lastenverzwaring. Straks gaan we ook nog volop betalen voor de onverantwoordelijke Italianen. #Gaaf! #FVD wil lagere belastingen, GEEN transfers naar Zuid Europa en ruimte voor ondernemers. #Ruttecoefficient https://t.co/IRkoi6VP1k",931,"{'neg': 0.6291666666666667, 'neutral': 0.16666666666666663, 'pos': 0.37083333333333335}"
2018-03-21 07:07:08,"Stem Forum voor Democratie in Amsterdam - LIJST14

Stem Leefbaar Rotterdam in Rotterdam - LIJST1

Stem in de rest van Nederland LOKAAL. En dus in elk geval NIET op het kartel: VVD-CDA-D66-PvdA-GL.",930,"{'neg': 0.4, 'neutral': 0.7, 'pos': 0.6}"
2017-12-04 15:55:56,".@LeonVerdonschot begrijpt niet welke enorme problematiek op ons afkomt. Het gaat toch prima? We stellen ons aan, zegt hij. Het zijn dit soort onnozelen die de grenzen open houden, de islamisering laten gebeuren, en die straks als eerste zullen vluchten. https://t.co/8xxxa19hSj",927,"{'neg': 0.2333333333333334, 'neutral': 0.1777777777777777, 'pos': 0.7666666666666666}"
2018-07-05 18:46:55,Over de eeuwenlange handel in blanke slaven. https://t.co/yVMxcyy87K,926,"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
2017-09-17 19:40:41,Een heldere keuze ligt voor. Wilt u dat dit de toekomst van Europa wordt? Stem dan VVD. Wilt u dat niet? Steun #FVD. https://t.co/VITkjMxiiA,923,"{'neg': 0.39, 'neutral': 0.62, 'pos': 0.61}"
2017-11-02 07:34:09,#FVD: de partij van de liefde. Wij doen dit omdat we zielsveel van ons land houden en we de laatste generatie zijn die het tij nog kan keren https://t.co/KbMeleNddo,920,"{'neg': 0.525, 'neutral': 0.8, 'pos': 0.475}"
2017-11-15 19:04:00,D66 nu ineens wél voor referenda. 😂 https://t.co/6AAvBZDNIP,917,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-11-09 11:54:46,ONGELOFELIJK dat deze schaamteloze misdadigers niet DIRECT worden uitgesloten van verdere asielprocedure en direct worden uitgezet zoals @THiddema eerder al in de Kamer bepleitte! “Gestolen lammetje kinderboerderij gered van slacht op azc in Sneek” https://t.co/PelbvI2LFs,913,"{'neg': 0.5, 'neutral': 0.5083333333333333, 'pos': 0.5}"
2018-10-09 15:09:33,"Forum voor Democratie wil echte verandering in Nederland. Stoppen met de poldercultuur. We willen klare taal en heldere besluiten, minder immigratie, minder EU, minder belasting en democratische hervorming. Steun ons. Als dit land je lief is. #FVD https://t.co/wkUs8teXpd https://t.co/vndYPWYaNj",908,"{'neg': 0.3225, 'neutral': 0.41333333333333333, 'pos': 0.6775}"
2017-11-29 16:16:03,"Columnist @SBergsma onderzocht het “gedachtegoed” van de extreemlinkse haatdocent uit Groenlo. Het is nog veel, veel erger dan gedacht. Schokkend hoe kinderen, tieners, door dit soort mensen geïndoctrineerd en opgezet worden tegen andersdenkenden. https://t.co/AyjgdXOyrn",904,"{'neg': 0.55, 'neutral': 0.5, 'pos': 0.45}"
2017-10-03 08:05:40,Krijg bericht v scholieren die mijn roman Voorwaardelijke Liefde v/h lijst willen lezen maar dat niet mogen van hun linkse docenten. Bizar.,900,"{'neg': 0.5611111111111111, 'neutral': 0.29999999999999993, 'pos': 0.4388888888888889}"
2018-06-17 05:58:42,"Forum voor Democratie start de grootste crowdfunding ooit: 1 MILJOEN EURO om in 2019 een kentering teweeg te brengen in de politiek en via de Eerste Kamer ECHTE VERANDERING af te dwingen. 

NU GAAT HET GEBEUREN! STEUN ONS!

https://t.co/VhOnINm1oH #FVD https://t.co/n4vZ5uD7Ue",899,"{'neg': 0.421875, 'neutral': 0.6, 'pos': 0.578125}"
2018-02-10 16:50:03,"Perfecte respons @Eerdmans op de bizarre demonisering van #FVD door de minister van binnenlandse zaken Ollongren. Succes met de campagne, vrienden in Rotterdam! Go for it. #FVD  https://t.co/jxx44ltHQA",891,"{'neg': 0.35416666666666663, 'neutral': 0.33333333333333337, 'pos': 0.6458333333333334}"
2018-01-07 00:21:13,Tja. “Koopkracht neemt af na groei lasten” #FVD https://t.co/sybwxAJaaF via @telegraaf,889,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-04-21 11:54:56,Je verwacht het niet! https://t.co/DUYS9grqFu,888,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-12-25 20:06:13,Een hele fijne kerst voor iedereen! https://t.co/FsLYb5T52y,881,"{'neg': 0.09999999999999998, 'neutral': 0.0, 'pos': 0.9}"
2018-09-19 09:32:13,Dat belerende dominee-toontje van Buma...pfff,880,"{'neg': 0.75, 'neutral': 0.19999999999999996, 'pos': 0.25}"
2017-10-25 12:27:36,Het kan ook in 3 woorden. #verknaljedatein4woorden https://t.co/vLbbicGxk2,875,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-09-13 16:53:34,Advocaat-Kamerlid Theo Hiddema geeft groentjes Dijkhoff en Blok even een cursus asielzoekers en strafrecht #fvd https://t.co/Nvx7CZK1GL,874,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-05-24 13:10:35,Waarom blijft links-extremisme vaak onbestraft? Volgens politicoloog Frank Buijs omdat “binnen het establishment een bepaalde mate van begrip [bestaat] voor de idealen van links-radicale groeperingen.” #FVD stelde kamervragen. https://t.co/XcCxsvTTzf,873,"{'neg': 0.5666666666666667, 'neutral': 0.55, 'pos': 0.43333333333333335}"
2018-05-30 11:50:27,.@THiddema laat zien dat al lang en breed had kunnen worden opgetreden tegen islamitische haatpredikers. Waarom gebeurt het alsmaar niet? VVD en CDA geven telkens blijk van enorme onwil om het probleem ECHT aan te pakken. #FVD. https://t.co/LEsCQqv6TZ #moskeedebat https://t.co/pKcngSfjpf,872,"{'neg': 0.45999999999999996, 'neutral': 0.4, 'pos': 0.54}"
2018-05-29 08:44:37,“Mogelijk zijn er 135.000 islamisten zonder controle binnengelaten”. https://t.co/PxwdfJYwEt,866,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-02-22 07:09:49,"Heel goed stuk over de bizarre laster van sommige quasi-journalisten tegen mij en tegen #FVD. Hoe ze citaten verdraaien, frames optuigen en demoniseren. https://t.co/x83MwgxwTz",858,"{'neg': 0.30499999999999994, 'neutral': 0.0, 'pos': 0.6950000000000001}"
2018-06-02 13:34:12,"Als @sybrandbuma en zijn CDA loyaal waren geweest aan Nederland hadden ze ons niet de euro ingerommeld, ons geen massale immigratie en open grenzen opgedrongen en hadden ze geen referenda genegeerd. Steun #FVD om af te rekenen met het kartel! https://t.co/LEsCQqv6TZ",856,"{'neg': 0.35416666666666663, 'neutral': 0.36111111111111105, 'pos': 0.6458333333333334}"
2018-01-18 08:38:40,Deze eenzijdige EU- en Turkije-propaganda krijg ik doorgestuurd van verontruste ouders wier kinderen hier op school mee worden geconfronteerd. Zorgwekkend. #Onderwijs https://t.co/9N1Z7nMqwa,854,"{'neg': 0.6916666666666667, 'neutral': 0.2333333333333334, 'pos': 0.30833333333333335}"
2018-09-15 08:39:03,“Medewerkers IND voelen zich in hun hemd gezet door beslissing staatssecretaris over Lili en Howick”. Begrijpelijk. Totale incompetentie bij omhoog gevallen Harbers die zich een weg naar een volgend VVD-baantje stuntelt. https://t.co/M2BxsMvzVM via @volkskrant,853,"{'neg': 0.5916666666666667, 'neutral': 0.5, 'pos': 0.4083333333333333}"
2017-10-22 04:56:09,Annabel Nanninga lijsttrekker #FVD in Amsterdam! @ANanninga @fvdemocratie https://t.co/rijGPCSddN,852,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-05-12 05:31:27,"Schokkend verhaal (althans ik vermoed dat dit voor velen schokkend is. Ikzelf ben op geen enkele manier verbaasd hierover, begrijp alleen niet dat mensen op linkse partijen zoals de VVD blijven stemmen). 'Nergens voel ik me zo onwelkom als in een moskee' https://t.co/AAAVa8S43b",851,"{'neg': 0.5805555555555555, 'neutral': 0.3833333333333334, 'pos': 0.41944444444444445}"
2018-03-16 10:09:20,Rutte nu ook volgens Bolkestein kandidaat Brusselse topfunctie. Dit betekent dat de VVD de komende tijd HEEL VEEL GELD gaat betalen aan de EU. Reken op 21 maart af met dubbele petten &amp; dubbele agenda’s. De VVD heeft z’n kans gehad! Stem #FVD @FVDamsterdam! https://t.co/R0UtNYCNaq,847,"{'neg': 0.47916666666666663, 'neutral': 0.8466666666666667, 'pos': 0.5208333333333334}"
2017-10-01 11:06:37,"Manresa (Catalunya). Shocking images. Forum for Democracy stands firmly with people's rights to referenda, self-determination &amp; secession. https://t.co/eUhpwD9cl6",846,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-06-19 22:20:46,"Mijn bijdrage vanavond in het debat met #Ollongren over de levensgevaarlijke inperking van vrijheid, tolerantie voor andersdenkenden en democratische nieuwsgaring die de EU nu onder het mom van “nepnieuws-bestrijding” doordrukt. #FVD https://t.co/cfCXNHsIMO",843,"{'neg': 0.8, 'neutral': 0.09999999999999998, 'pos': 0.2}"
2017-10-16 15:57:17,Trots op dit fantastische land en alles wat we bereikt hebben in de vele eeuwen van onze gezamenlijke geschiedenis! https://t.co/HDEhTKsIJf,840,"{'neg': 0.36458333333333337, 'neutral': 0.3833333333333333, 'pos': 0.6354166666666666}"
2018-06-17 12:06:54,Een van de meest aangrijpende films die ik heb gezien over de ongehoorde massaslachtingen in Cambodja onder Pol Pot - de man waarvoor Paul Rosenmuller zo’n diepe bewondering koesterde. #Groenlo  https://t.co/IK3UVAr3pP,838,"{'neg': 0.4444444444444444, 'neutral': 0.1777777777777777, 'pos': 0.5555555555555556}"
2018-05-24 08:23:24,"Fysicus Jos de Laat veegt de vloer aan met de krankzinnige duurzaamheidsgekte van het extreemlinkse, open grenzen en pro-EU kabinet Rutte-III: een gekte die Nederland zo’n 170 miljard kost en die werkelijk nergens op slaat. Stoppen met die waanzin! https://t.co/DAjRjDJGKX",836,"{'neg': 0.6, 'neutral': 0.3833333333333333, 'pos': 0.4}"
2018-05-16 09:38:49,"Dit, @arnoldkarskens, is nou #Oikofobie: de pathologische onwil om op te komen voor onze bondgenoten, onze waarden: onze belangen. En alles in het werk willen stellen om de Europese cultuur en de Nederlandse samenleving te verzwakken. #FVD is opgericht om dat te doorbreken. https://t.co/PmtzZIcNJL",834,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-06-27 16:50:38,"Hiddema: ""Als de minister zegt 'kan niet', bedoelt hij 'wil niet'. #Grapperhaus #AanpakkenHaatimam #FVD https://t.co/Jt1yPyEDNr via @fvdemocratie",831,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-04-25 10:57:08,"EU versnelt inperking vrije internet en intensiveert digitale censuur-programma. Kabinet blijft onverminderd pro-EU. #FVD wil directe democratie terug, volledig vrij internet behouden en #NEXIT. https://t.co/1wLUV12qz9",830,"{'neg': 0.30499999999999994, 'neutral': 0.4541666666666666, 'pos': 0.6950000000000001}"
2018-09-20 17:04:36,"Nieuwe sollicitatietweet van Rutte. 

Met dit soort (engels- en franstalige) teksten laat hij de Europese beslissers weten dat hij loyaal in de pas zal lopen en bereid is om - net als destijds Lubbers en Balkenende - het Nederlands belang te verkwanselen. https://t.co/gzog9mjH75",828,"{'neg': 0.365, 'neutral': 0.34999999999999987, 'pos': 0.635}"
2018-01-31 17:28:50,De grootste schrijver van dit moment laat snoeihard en accuraat van zich horen: “De elite haat het volk”. Zo is het! Daarom hebben wij #FVD opgericht - daarom doen we dit. Om ons land te beschermen tegen de perfide elites die zich tegen ons hebben gekeerd. https://t.co/IQA3LC3IQW,826,"{'neg': 0.515625, 'neutral': 0.44999999999999996, 'pos': 0.484375}"
2017-11-15 18:34:25,1.4 mld. Dat kost elk huishouden dus 200 euro. Per jaar. Elk jaar opnieuw. Rutte drukt deze maatregel door zonder enige onderbouwing. Nu heeft hij nog de meerderheid. Steun #FVD om ECHTE verandering in NL te realiseren! https://t.co/snaT1GaaF7,823,"{'neg': 0.265625, 'neutral': 0.3999999999999999, 'pos': 0.734375}"
2018-10-15 12:36:45,De gevestigde partijen (de VVD voorop) willen dat Nederland meer dan 800 miljard wegsmijt aan klimaatsubsidies. Zelfs het Planbureau voor de Leefomgeving (PBL) erkent: onze inspanningen zijn op mondiaal niveau totaal verwaarloosbaar. #FVD https://t.co/o2nmvAY7ao,821,"{'neg': 0.605, 'neutral': 0.53, 'pos': 0.395}"
2018-01-13 11:43:05,"Na #factcheck concludeert @JosHeymans van @RTLnieuws: “Van alle fractievoorzitters voerde Baudet bijna het vaakst het woord”, en “bashen van Baudet vooral ingegeven door het succes van zijn partij”. #FVD https://t.co/crWBp5uAzi",816,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2017-10-11 10:07:10,Wel op de lijst gaan staan maar niet de Kamer in willen. Kiezersbedrog. https://t.co/KuMNQD5a2b,813,"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
2018-01-22 06:44:15,"Lief Europa, lief Nederland: LEER hiervan. Trek CONCLUSIES. Stem niet meer op partijen zoals de VVD en het CDA die de grenzen open willen houden. Kies voor VERANDERING voordat het te laat is. https://t.co/3tZIBtu4fy",810,"{'neg': 0.3833333333333333, 'neutral': 0.21999999999999997, 'pos': 0.6166666666666667}"
